timestamp_ist,rainfall_mm,rainfall_rate_mm_h,source_station,source_type,observation_classification,quality_flag,missing_flag,derivation_basis
2024-06-28T10:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T11:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T12:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T13:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T14:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T15:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T16:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T17:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T18:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T19:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T20:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T21:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T22:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
2024-06-28T23:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-storm cessation; IMD reported zero rain in South Delhi for remainder of 28 June.
